,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
YWHAE,8.41E-286,0.290167154,0.864,0.658,2.20E-281,9,YWHAE
PHPT1,8.54E-284,0.327083829,0.717,0.436,2.23E-279,9,PHPT1
SNRPA,1.83E-282,0.253735391,0.492,0.212,4.78E-278,9,SNRPA
RABL6,6.24E-282,0.253662443,0.473,0.201,1.63E-277,9,RABL6
KPNB1,2.72E-281,0.314858842,0.643,0.34,7.13E-277,9,KPNB1
ANP32A,5.71E-281,0.283899161,0.854,0.636,1.49E-276,9,ANP32A
PRSS572,1.73E-275,0.419987813,0.668,0.39,4.54E-271,9,PRSS57
TXN1,8.55E-275,0.274259111,0.93,0.834,2.24E-270,9,TXN
PSMB2,2.62E-274,0.28916468,0.616,0.318,6.84E-270,9,PSMB2
ANKRD36C,1.38E-273,0.287469545,0.451,0.191,3.60E-269,9,ANKRD36C
EIF4EBP1,2.91E-271,0.284412902,0.531,0.251,7.62E-267,9,EIF4EBP1
MGST11,4.83E-271,0.391793642,0.697,0.447,1.27E-266,9,MGST1
EAF21,2.42E-269,0.27821657,0.569,0.271,6.34E-265,9,EAF2
CENPX,1.55E-267,0.264495597,0.46,0.203,4.05E-263,9,CENPX
SCCPDH1,1.73E-267,0.263069423,0.506,0.228,4.53E-263,9,SCCPDH
HIST1H2AC1,5.53E-267,0.319891979,0.58,0.281,1.45E-262,9,HIST1H2AC
SLBP,5.97E-265,0.270508794,0.458,0.203,1.56E-260,9,SLBP
CTSG1,1.16E-263,0.388028781,0.301,0.103,3.04E-259,9,CTSG
MANF,8.43E-262,0.265961671,0.439,0.188,2.20E-257,9,MANF
SNHG1,3.84E-261,0.281009156,0.555,0.267,1.00E-256,9,SNHG1
TCP1,3.60E-259,0.28107977,0.634,0.331,9.42E-255,9,TCP1
RCC2,1.16E-258,0.259497449,0.532,0.247,3.03E-254,9,RCC2
IGFBP71,4.15E-258,0.360823976,0.741,0.482,1.09E-253,9,IGFBP7
HNRNPR,9.14E-258,0.298729963,0.779,0.546,2.39E-253,9,HNRNPR
NUDT5,2.56E-257,0.257141149,0.49,0.223,6.69E-253,9,NUDT5
ZCCHC8,5.66E-257,0.25008158,0.412,0.17,1.48E-252,9,ZCCHC8
NENF,2.58E-255,0.27398001,0.575,0.29,6.76E-251,9,NENF
NCL,4.94E-254,0.264273857,0.952,0.864,1.29E-249,9,NCL
LUC7L2,6.05E-251,0.253328469,0.529,0.25,1.58E-246,9,LUC7L2
VDAC3,6.82E-250,0.266128094,0.551,0.272,1.78E-245,9,VDAC3
GIHCG2,1.74E-249,0.335884635,0.794,0.503,4.55E-245,9,GIHCG
SRP9,2.32E-249,0.29094655,0.7,0.437,6.07E-245,9,SRP9
RSRC1,9.56E-249,0.255934129,0.53,0.25,2.50E-244,9,RSRC1
MPO3,8.42E-248,0.589862657,0.635,0.426,2.20E-243,9,MPO
LAGE3,1.50E-247,0.252150936,0.479,0.222,3.92E-243,9,LAGE3
SUGP2,1.66E-246,0.2691641,0.542,0.262,4.34E-242,9,SUGP2
NDUFB3,2.44E-245,0.269836105,0.584,0.301,6.38E-241,9,NDUFB3
NFATC2IP,5.80E-243,0.256631288,0.482,0.222,1.52E-238,9,NFATC2IP
NHP2,3.31E-242,0.284104889,0.626,0.339,8.66E-238,9,NHP2
IGLL11,4.17E-242,0.43624431,0.378,0.156,1.09E-237,9,IGLL1
UBE2I,1.14E-241,0.262385831,0.835,0.616,2.97E-237,9,UBE2I
ARL2,8.80E-239,0.252289237,0.481,0.224,2.30E-234,9,ARL2
RBMX,7.40E-238,0.25163666,0.894,0.733,1.94E-233,9,RBMX
CD342,2.51E-237,0.308120185,0.497,0.229,6.56E-233,9,CD34
NDUFS8,2.77E-235,0.270760439,0.643,0.356,7.25E-231,9,NDUFS8
CDK2AP12,1.63E-234,0.261688976,0.54,0.268,4.25E-230,9,CDK2AP1
SYNGR11,1.10E-233,0.282259839,0.558,0.282,2.89E-229,9,SYNGR1
LINC00342,2.84E-232,0.258134971,0.417,0.18,7.43E-228,9,LINC00342
TIMM8B,5.83E-232,0.263047353,0.572,0.294,1.53E-227,9,TIMM8B
NDUFB6,8.64E-232,0.250195178,0.531,0.263,2.26E-227,9,NDUFB6
HNRNPU,9.96E-232,0.259161405,0.975,0.889,2.61E-227,9,HNRNPU
EGFL72,1.23E-230,0.290702654,0.496,0.233,3.22E-226,9,EGFL7
ITM2C1,2.59E-227,0.299042486,0.527,0.258,6.77E-223,9,ITM2C
SMS,1.26E-225,0.251558303,0.536,0.271,3.29E-221,9,SMS
TMED9,1.43E-225,0.265099839,0.602,0.329,3.74E-221,9,TMED9
MRPS34,5.23E-223,0.258629814,0.579,0.306,1.37E-218,9,MRPS34
SRSF4,1.96E-222,0.272985173,0.64,0.355,5.12E-218,9,SRSF4
PPIG,1.22E-221,0.283177345,0.744,0.497,3.19E-217,9,PPIG
COX17,4.89E-221,0.285552516,0.679,0.407,1.28E-216,9,COX17
LSM2,1.73E-219,0.254506981,0.59,0.312,4.52E-215,9,LSM2
TPI1,3.54E-219,0.259717684,0.862,0.741,9.27E-215,9,TPI1
HSP90B1,7.77E-219,0.292956856,0.877,0.746,2.03E-214,9,HSP90B1
PSMA4,7.60E-218,0.267847136,0.779,0.567,1.99E-213,9,PSMA4
CYC1,1.22E-217,0.251030569,0.557,0.292,3.18E-213,9,CYC1
AZU11,2.25E-217,0.498534998,0.442,0.217,5.88E-213,9,AZU1
KHDRBS1,8.48E-217,0.256883299,0.804,0.6,2.22E-212,9,KHDRBS1
RALY,3.94E-214,0.251975431,0.634,0.353,1.03E-209,9,RALY
GSTP12,3.33E-212,0.276694699,0.938,0.884,8.71E-208,9,GSTP1
SMIM242,3.50E-211,0.290756097,0.534,0.261,9.16E-207,9,SMIM24
RPS27L,3.90E-211,0.264772456,0.855,0.695,1.02E-206,9,RPS27L
C1QTNF41,1.77E-210,0.360674649,0.465,0.222,4.64E-206,9,C1QTNF4
XRCC6,1.37E-209,0.263150524,0.701,0.456,3.57E-205,9,XRCC6
CCT6A,1.36E-208,0.257707133,0.61,0.339,3.56E-204,9,CCT6A
ATP5MC1,5.82E-208,0.287677944,0.635,0.395,1.52E-203,9,ATP5MC1
TAF15,1.15E-207,0.251525976,0.559,0.298,3.02E-203,9,TAF15
FBL,3.65E-206,0.264303874,0.677,0.424,9.56E-202,9,FBL
HSBP1,3.10E-205,0.259416523,0.742,0.485,8.11E-201,9,HSBP1
ARID1A,5.90E-202,0.25082438,0.585,0.32,1.54E-197,9,ARID1A
MT2A1,3.20E-201,0.326780588,0.682,0.444,8.38E-197,9,MT2A
SLIRP,9.06E-195,0.258387524,0.661,0.422,2.37E-190,9,SLIRP
NDUFS6,1.92E-191,0.251752621,0.734,0.521,5.02E-187,9,NDUFS6
CITED4,5.88E-190,0.250114414,0.455,0.228,1.54E-185,9,CITED4
TPR,8.33E-185,0.260461157,0.696,0.452,2.18E-180,9,TPR
CDK63,4.17E-181,0.291546927,0.774,0.554,1.09E-176,9,CDK6
TOMM5,1.42E-179,0.255217017,0.7,0.48,3.71E-175,9,TOMM5
PCM1,4.37E-176,0.256126788,0.711,0.478,1.14E-171,9,PCM1
HSPE1,6.90E-171,0.26764307,0.726,0.527,1.81E-166,9,HSPE1
TPM42,1.78E-170,0.260574694,0.842,0.689,4.66E-166,9,TPM4
HSPB12,1.26E-163,0.250932435,0.506,0.28,3.30E-159,9,HSPB1
SOX43,3.36E-152,0.286726764,0.824,0.627,8.78E-148,9,SOX4
ELANE1,2.77E-147,0.368242269,0.277,0.122,7.24E-143,9,ELANE
EGR12,1.15E-143,0.337341538,0.478,0.278,3.02E-139,9,EGR1
ITM2A1,2.75E-124,0.290694585,0.567,0.387,7.20E-120,9,ITM2A
SPINK22,6.79E-101,0.332615526,0.495,0.337,1.78E-96,9,SPINK2
HLA-DQA11,0,1.089334937,0.88,0.237,0,10,HLA-DQA1
HLA-DQB11,0,1.073601039,0.932,0.373,0,10,HLA-DQB1
HLA-DPA12,0,0.988500521,0.989,0.701,0,10,HLA-DPA1
HLA-DPB12,0,0.978555213,0.986,0.707,0,10,HLA-DPB1
CST31,0,0.962787498,0.977,0.678,0,10,CST3
HLA-DRA2,0,0.870868825,0.999,0.812,0,10,HLA-DRA
HLA-DQA21,0,0.854213824,0.573,0.149,0,10,HLA-DQA2
HLA-DRB13,0,0.851845649,0.986,0.721,0,10,HLA-DRB1
GPR1831,0,0.851534652,0.846,0.451,0,10,GPR183
AREG1,0,0.806223923,0.844,0.539,0,10,AREG
CD1C,0,0.797973853,0.483,0.013,0,10,CD1C
HLA-DMA1,0,0.792293339,0.937,0.459,0,10,HLA-DMA
MS4A6A1,0,0.778816665,0.692,0.231,0,10,MS4A6A
FCER1A,0,0.775980704,0.474,0.03,0,10,FCER1A
SAMHD11,0,0.76397048,0.904,0.408,0,10,SAMHD1
HLA-DMB1,0,0.751812674,0.83,0.204,0,10,HLA-DMB
CD742,0,0.741109666,1,0.895,0,10,CD74
LGALS21,0,0.738889031,0.646,0.154,0,10,LGALS2
PLD4,0,0.679984075,0.709,0.107,0,10,PLD4
CEBPD1,0,0.650400082,0.864,0.541,0,10,CEBPD
CTSZ1,0,0.626886533,0.828,0.325,0,10,CTSZ
CPVL1,0,0.592020425,0.517,0.163,0,10,CPVL
RGS11,0,0.589877692,0.66,0.366,0,10,RGS1
COTL11,0,0.556276398,0.937,0.642,0,10,COTL1
MAP3K81,0,0.551164406,0.885,0.593,0,10,MAP3K8
LY861,0,0.550541411,0.714,0.211,0,10,LY86
CFP1,0,0.547308924,0.724,0.252,0,10,CFP
FCGRT1,0,0.544589022,0.712,0.278,0,10,FCGRT
PHACTR11,0,0.539564861,0.728,0.274,0,10,PHACTR1
IL13RA11,0,0.528976523,0.567,0.099,0,10,IL13RA1
CIITA,0,0.527341298,0.626,0.146,0,10,CIITA
IFI301,0,0.518210437,0.739,0.386,0,10,IFI30
HDAC9,0,0.5116182,0.604,0.112,0,10,HDAC9
CLEC10A,0,0.499580034,0.307,0.012,0,10,CLEC10A
MEF2C2,0,0.495337238,0.741,0.294,0,10,MEF2C
GSN1,0,0.48986234,0.715,0.255,0,10,GSN
GRASP,0,0.472042701,0.536,0.146,0,10,GRASP
C1orf1621,0,0.468723974,0.75,0.419,0,10,C1orf162
PAK11,0,0.466622923,0.609,0.168,0,10,PAK1
RNASET2,0,0.466083694,0.923,0.699,0,10,RNASET2
DPYSL21,0,0.451584098,0.549,0.162,0,10,DPYSL2
JAML1,0,0.442541151,0.553,0.155,0,10,JAML
CD861,0,0.440161561,0.537,0.108,0,10,CD86
RAB11FIP11,0,0.438304894,0.814,0.492,0,10,RAB11FIP1
ACY3,0,0.437401303,0.346,0.063,0,10,ACY3
DBI,0,0.435164016,0.955,0.812,0,10,DBI
CXCR43,0,0.42776004,0.94,0.739,0,10,CXCR4
AFF31,0,0.427535269,0.526,0.113,0,10,AFF3
PLEKHO1,0,0.422264062,0.729,0.34,0,10,PLEKHO1
CD1E,0,0.420910108,0.309,0.003,0,10,CD1E
IRF81,0,0.41684224,0.512,0.152,0,10,IRF8
IGSF61,0,0.413125114,0.528,0.172,0,10,IGSF6
RGS101,0,0.412422007,0.778,0.459,0,10,RGS10
GABARAP1,0,0.410728464,0.98,0.882,0,10,GABARAP
RNH11,0,0.406224369,0.758,0.406,0,10,RNH1
BID1,0,0.405204525,0.678,0.301,0,10,BID
IGFLR1,0,0.398410076,0.598,0.202,0,10,IGFLR1
FCGR2B,0,0.397065409,0.356,0.029,0,10,FCGR2B
ADAM28,0,0.393077217,0.489,0.118,0,10,ADAM28
ALDH21,0,0.387931656,0.53,0.179,0,10,ALDH2
UVRAG,0,0.385168721,0.576,0.205,0,10,UVRAG
FGL21,0,0.380605016,0.553,0.206,0,10,FGL2
ENHO,0,0.380427434,0.272,0.005,0,10,ENHO
CSF2RA1,0,0.37498842,0.467,0.102,0,10,CSF2RA
RNASE61,0,0.372416562,0.477,0.129,0,10,RNASE6
FLT31,0,0.366694423,0.556,0.206,0,10,FLT3
PKIB,0,0.363829328,0.265,0.01,0,10,PKIB
ITGB7,0,0.362338834,0.467,0.11,0,10,ITGB7
C20orf27,0,0.358864643,0.544,0.204,0,10,C20orf27
GSTP13,0,0.343585555,0.979,0.883,0,10,GSTP1
ARPC1B1,0,0.338824537,0.952,0.867,0,10,ARPC1B
RAB311,0,0.33837625,0.501,0.179,0,10,RAB31
EIF2AK4,0,0.330857021,0.509,0.199,0,10,EIF2AK4
RUNX2,0,0.328339563,0.436,0.153,0,10,RUNX2
KCTD121,0,0.325607627,0.459,0.14,0,10,KCTD12
NME2,0,0.322077176,0.988,0.908,0,10,NME2
CORO1A,0,0.319937795,0.952,0.822,0,10,CORO1A
HLA-DOA,0,0.317820107,0.361,0.036,0,10,HLA-DOA
C12orf45,0,0.317412838,0.447,0.145,0,10,C12orf45
SERPINF1,0,0.316261231,0.311,0.034,0,10,SERPINF1
CSF1R,0,0.315690491,0.387,0.087,0,10,CSF1R
ITGAX1,0,0.313964438,0.476,0.175,0,10,ITGAX
DAPP1,0,0.308902974,0.433,0.126,0,10,DAPP1
CLN8,0,0.30660928,0.414,0.112,0,10,CLN8
SH2B3,0,0.306083878,0.457,0.138,0,10,SH2B3
UTF1,0,0.305790299,0.309,0.033,0,10,UTF1
UNC93B11,0,0.303970044,0.469,0.152,0,10,UNC93B1
CLEC4A1,0,0.292912122,0.373,0.088,0,10,CLEC4A
11-Mar,0,0.291549252,0.413,0.13,0,10,1-Mar
CYBA1,0,0.275013848,0.999,0.954,0,10,CYBA
ZNF385A1,0,0.265294185,0.433,0.146,0,10,ZNF385A
SRGAP2,0,0.265008528,0.37,0.111,0,10,SRGAP2
ACTG1,0,0.260684097,0.998,0.963,0,10,ACTG1
CCDC501,0,0.259091716,0.284,0.064,0,10,CCDC50
NRARP,0,0.257143113,0.259,0.06,0,10,NRARP
MS4A4E,0,0.251213511,0.275,0.051,0,10,MS4A4E
ARF5,4.89E-289,0.32295457,0.602,0.288,1.28E-284,10,ARF5
AP2S11,1.03E-287,0.345717337,0.799,0.54,2.69E-283,10,AP2S1
IL181,4.02E-287,0.329600254,0.573,0.258,1.05E-282,10,IL18
CD831,1.67E-286,0.398608694,0.673,0.328,4.36E-282,10,CD83
MYL12A1,2.66E-286,0.265593346,0.975,0.902,6.97E-282,10,MYL12A
CD3021,9.50E-284,0.357034428,0.759,0.425,2.49E-279,10,CD302
GRN1,1.00E-283,0.363072085,0.779,0.415,2.63E-279,10,GRN
DDIT42,2.64E-283,0.411656821,0.605,0.289,6.91E-279,10,DDIT4
AIF11,3.64E-281,0.332674506,0.983,0.844,9.53E-277,10,AIF1
SPECC1,5.87E-281,0.28228704,0.478,0.192,1.54E-276,10,SPECC1
JAK2,9.45E-280,0.256647587,0.403,0.145,2.47E-275,10,JAK2
S100B,6.25E-278,0.407268911,0.278,0.082,1.64E-273,10,S100B
TYROBP1,4.65E-277,0.379984194,0.974,0.781,1.22E-272,10,TYROBP
CTSH1,1.05E-274,0.309152853,0.444,0.169,2.75E-270,10,CTSH
LSP11,2.37E-273,0.34970854,0.846,0.632,6.19E-269,10,LSP1
RGS21,2.47E-273,0.475125341,0.732,0.464,6.47E-269,10,RGS2
TIMP11,1.29E-272,0.344589134,0.873,0.66,3.37E-268,10,TIMP1
TOB11,1.13E-269,0.378636292,0.572,0.273,2.96E-265,10,TOB1
HERPUD12,2.13E-269,0.394325057,0.721,0.426,5.57E-265,10,HERPUD1
POU2F21,3.18E-268,0.29839874,0.539,0.226,8.31E-264,10,POU2F2
PTRHD1,5.36E-262,0.29928594,0.619,0.302,1.40E-257,10,PTRHD1
SYNGR21,8.33E-262,0.282934065,0.501,0.215,2.18E-257,10,SYNGR2
CCDC88A1,4.93E-258,0.363726241,0.731,0.455,1.29E-253,10,CCDC88A
ZFP361,1.17E-256,0.324547404,0.983,0.858,3.05E-252,10,ZFP36
CD33,7.65E-253,0.253347252,0.443,0.177,2.00E-248,10,CD33
FOXN2,4.16E-247,0.265136764,0.463,0.194,1.09E-242,10,FOXN2
ARF3,5.13E-243,0.269447492,0.507,0.227,1.34E-238,10,ARF3
SPINT21,1.23E-240,0.295579267,0.515,0.236,3.21E-236,10,SPINT2
ITGB22,1.45E-239,0.324536192,0.898,0.675,3.78E-235,10,ITGB2
SLC38A1,6.45E-238,0.307900179,0.602,0.287,1.69E-233,10,SLC38A1
BASP11,1.44E-237,0.31287794,0.406,0.161,3.78E-233,10,BASP1
DUSP23,9.94E-233,0.250033583,0.44,0.185,2.60E-228,10,DUSP23
FCER1G1,6.99E-232,0.414541684,0.786,0.514,1.83E-227,10,FCER1G
RAC11,1.41E-231,0.279910779,0.896,0.752,3.70E-227,10,RAC1
STK17B1,1.96E-229,0.271945727,0.968,0.842,5.13E-225,10,STK17B
SPI11,2.26E-229,0.311756641,0.791,0.493,5.91E-225,10,SPI1
PYCARD1,3.59E-227,0.306317006,0.865,0.642,9.39E-223,10,PYCARD
SLC25A5,9.87E-220,0.267335574,0.896,0.801,2.58E-215,10,SLC25A5
PGLS,4.58E-219,0.294667081,0.787,0.564,1.20E-214,10,PGLS
NDUFA12,1.14E-218,0.295312875,0.764,0.517,2.98E-214,10,NDUFA12
CNPY31,2.51E-214,0.285763141,0.767,0.49,6.58E-210,10,CNPY3
ACAA1,5.64E-208,0.254550156,0.506,0.243,1.48E-203,10,ACAA1
LST11,7.06E-208,0.327565369,0.905,0.671,1.85E-203,10,LST1
CKLF,1.78E-207,0.331557837,0.745,0.524,4.67E-203,10,CKLF
SSR1,8.75E-207,0.27081028,0.557,0.283,2.29E-202,10,SSR1
PPA1,9.02E-205,0.319359198,0.681,0.423,2.36E-200,10,PPA1
LGALS9,7.12E-201,0.268426612,0.617,0.323,1.86E-196,10,LGALS9
MGST2,3.10E-198,0.251220701,0.463,0.216,8.11E-194,10,MGST2
GABARAPL21,4.80E-196,0.282630558,0.722,0.476,1.26E-191,10,GABARAPL2
ARPC51,6.93E-196,0.255070748,0.887,0.736,1.81E-191,10,ARPC5
TMEM14C1,3.18E-192,0.270419459,0.684,0.415,8.32E-188,10,TMEM14C
BRK1,3.30E-189,0.264247883,0.773,0.557,8.63E-185,10,BRK1
GDI2,3.19E-188,0.276477812,0.764,0.568,8.35E-184,10,GDI2
TPP11,6.05E-188,0.250683233,0.569,0.288,1.58E-183,10,TPP1
BHLHE40,7.54E-183,0.326812368,0.68,0.428,1.97E-178,10,BHLHE40
NUDT11,2.44E-182,0.254939834,0.562,0.296,6.38E-178,10,NUDT1
RPS6KA3,4.24E-180,0.252799885,0.51,0.259,1.11E-175,10,RPS6KA3
ARF6,3.36E-179,0.271878047,0.769,0.543,8.78E-175,10,ARF6
NDUFB5,1.10E-178,0.257980402,0.6,0.336,2.88E-174,10,NDUFB5
TIPARP,1.03E-177,0.301910101,0.529,0.284,2.70E-173,10,TIPARP
PTPRE1,2.40E-175,0.291019524,0.706,0.432,6.29E-171,10,PTPRE
PARVG,7.69E-174,0.257421561,0.655,0.379,2.01E-169,10,PARVG
RILPL2,1.73E-165,0.269379735,0.816,0.617,4.51E-161,10,RILPL2
LGALS11,1.74E-162,0.315722417,0.9,0.774,4.54E-158,10,LGALS1
CSTA1,3.61E-160,0.311727419,0.659,0.387,9.44E-156,10,CSTA
NFIL31,4.82E-160,0.271912658,0.608,0.35,1.26E-155,10,NFIL3
LMNA1,2.59E-159,0.322532271,0.538,0.292,6.78E-155,10,LMNA
FABP51,1.57E-152,0.256827132,0.508,0.268,4.11E-148,10,FABP5
PRELID11,8.78E-144,0.250529964,0.762,0.588,2.30E-139,10,PRELID1
S100A111,7.78E-132,0.261618504,0.84,0.639,2.04E-127,10,S100A11
IFI16,1.14E-129,0.252459636,0.628,0.418,2.97E-125,10,IFI16
ANXA21,2.92E-128,0.323475522,0.613,0.423,7.64E-124,10,ANXA2
KLF41,1.87E-126,0.274184871,0.582,0.346,4.89E-122,10,KLF4
SGK11,6.10E-112,0.272412683,0.527,0.313,1.60E-107,10,SGK1
ATF3,5.59E-110,0.283304462,0.639,0.467,1.46E-105,10,ATF3
LYZ1,1.18E-71,0.250988248,0.85,0.704,3.08E-67,10,LYZ
PPBP,0,1.969702027,0.881,0.065,0,11,PPBP
PF4,0,1.858750578,0.862,0.042,0,11,PF4
GP1BB,0,1.734307047,0.903,0.117,0,11,GP1BB
NRGN1,0,1.537030523,0.84,0.173,0,11,NRGN
CAVIN2,0,1.411797996,0.785,0.072,0,11,CAVIN2
TUBB1,0,1.35984568,0.719,0.025,0,11,TUBB1
GNG11,0,1.274488164,0.631,0.052,0,11,GNG11
RGS18,0,1.248386941,0.738,0.183,0,11,RGS18
CLU,0,1.172184731,0.689,0.086,0,11,CLU
PRKAR2B,0,1.143538579,0.692,0.087,0,11,PRKAR2B
GP9,0,1.074000411,0.587,0.013,0,11,GP9
LIMS1,0,0.996491038,0.941,0.458,0,11,LIMS1
ACRBP,0,0.91303019,0.488,0.028,0,11,ACRBP
CCL51,0,0.892420057,0.8,0.336,0,11,CCL5
CMTM5,0,0.882567037,0.51,0.005,0,11,CMTM5
RGS102,0,0.878780986,0.848,0.46,0,11,RGS10
ITGA2B,0,0.862719949,0.516,0.038,0,11,ITGA2B
HIST1H2AC2,0,0.819302235,0.617,0.283,0,11,HIST1H2AC
TLN1,0,0.812249095,0.955,0.573,0,11,TLN1
C2orf88,0,0.79414209,0.467,0.023,0,11,C2orf88
MYL9,0,0.789830636,0.421,0.01,0,11,MYL9
TPM11,0,0.761225498,0.486,0.116,0,11,TPM1
NCOA41,0,0.755139366,0.804,0.423,0,11,NCOA4
TREML1,0,0.753380107,0.424,0.006,0,11,TREML1
VCL,0,0.726426196,0.561,0.229,0,11,VCL
TUBA4A1,0,0.716852842,0.508,0.207,0,11,TUBA4A
SPARC,0,0.714548839,0.438,0.082,0,11,SPARC
RUFY1,0,0.695190081,0.482,0.148,0,11,RUFY1
PGRMC1,0,0.692686059,0.487,0.128,0,11,PGRMC1
F13A1,0,0.683702009,0.438,0.109,0,11,F13A1
MAP3K7CL,0,0.669079015,0.353,0.037,0,11,MAP3K7CL
MPIG6B,0,0.666175,0.412,0.014,0,11,MPIG6B
CALM3,0,0.657411764,0.818,0.466,0,11,CALM3
GRAP2,0,0.654478071,0.406,0.043,0,11,GRAP2
2-Mar,0,0.638775892,0.476,0.15,0,11,2-Mar
PDLIM11,0,0.633842279,0.509,0.21,0,11,PDLIM1
TGFB1,0,0.626398181,0.945,0.566,0,11,TGFB1
TAGLN2,0,0.625525649,0.997,0.866,0,11,TAGLN2
MTURN1,0,0.61704483,0.512,0.193,0,11,MTURN
CLEC1B,0,0.604824083,0.32,0.005,0,11,CLEC1B
RSU1,0,0.603647842,0.484,0.177,0,11,RSU1
RAP1B,0,0.602905476,0.974,0.772,0,11,RAP1B
BEX3,0,0.598557026,0.442,0.125,0,11,BEX3
RAB27B,0,0.594942682,0.373,0.059,0,11,RAB27B
TMEM40,0,0.592603435,0.336,0.003,0,11,TMEM40
PTCRA,0,0.579460523,0.307,0.005,0,11,PTCRA
MMD,0,0.575264389,0.333,0.051,0,11,MMD
OST4,0,0.574180846,0.995,0.917,0,11,OST4
PF4V1,0,0.541228509,0.276,0.006,0,11,PF4V1
LAMTOR1,0,0.514450855,0.938,0.627,0,11,LAMTOR1
TSPAN33,0,0.513483019,0.356,0.073,0,11,TSPAN33
ITGB3,0,0.511217947,0.312,0.003,0,11,ITGB3
OAZ11,0,0.500972086,0.999,0.976,0,11,OAZ1
AC147651.1,0,0.48097537,0.272,0.007,0,11,AC147651.1
MYL12A2,0,0.476811694,0.99,0.902,0,11,MYL12A
PTGS1,0,0.476530886,0.343,0.046,0,11,PTGS1
ESAM,0,0.474079266,0.288,0.015,0,11,ESAM
DAB2,0,0.464642372,0.299,0.061,0,11,DAB2
ARPC1B2,0,0.457425486,0.985,0.867,0,11,ARPC1B
CD226,0,0.448006003,0.298,0.05,0,11,CD226
ARHGAP18,0,0.446851918,0.337,0.092,0,11,ARHGAP18
AP001189.1,0,0.421921591,0.256,0.005,0,11,AP001189.1
MYLK,0,0.420096307,0.259,0.006,0,11,MYLK
CTTN,0,0.408031438,0.261,0.01,0,11,CTTN
SELP,0,0.407114315,0.254,0.007,0,11,SELP
CTDSPL,0,0.402948328,0.294,0.056,0,11,CTDSPL
DMTN1,0,0.393875354,0.288,0.037,0,11,DMTN
GMPR1,0,0.391148948,0.291,0.046,0,11,GMPR
MYL61,0,0.380972877,0.997,0.974,0,11,MYL6
SH3BGRL3,0,0.378662319,0.999,0.986,0,11,SH3BGRL3
TMSB4X,0,0.373350687,0.999,0.986,0,11,TMSB4X
GNAS,0,0.361398182,0.997,0.975,0,11,GNAS
ACTB1,0,0.326719463,1,0.993,0,11,ACTB
H3F3A,0,0.320931457,1,0.993,0,11,H3F3A
FTH11,2.61E-305,0.253344753,1,0.998,6.82E-301,11,FTH1
MMRN1,1.22E-303,0.431873433,0.258,0.058,3.21E-299,11,MMRN1
GSTO1,2.74E-282,0.502300123,0.92,0.56,7.17E-278,11,GSTO1
PARVB,6.16E-281,0.525327899,0.385,0.132,1.61E-276,11,PARVB
NT5M,3.74E-279,0.309330139,0.262,0.062,9.78E-275,11,NT5M
ITGB1,1.68E-268,0.488978962,0.837,0.481,4.40E-264,11,ITGB1
MTPN,2.27E-265,0.473793355,0.956,0.725,5.93E-261,11,MTPN
SNCA1,7.08E-261,0.426532912,0.355,0.111,1.85E-256,11,SNCA
MPP11,1.50E-251,0.592146343,0.508,0.247,3.92E-247,11,MPP1
ILK,1.19E-247,0.517933621,0.403,0.155,3.12E-243,11,ILK
TIMP12,1.18E-245,0.466371189,0.957,0.66,3.09E-241,11,TIMP1
TPM43,7.21E-240,0.490557048,0.938,0.689,1.89E-235,11,TPM4
PRDX6,1.47E-232,0.428093947,0.952,0.677,3.84E-228,11,PRDX6
PLA2G12A,2.22E-231,0.394474159,0.288,0.086,5.82E-227,11,PLA2G12A
NT5C3A,5.81E-230,0.620411106,0.519,0.278,1.52E-225,11,NT5C3A
SSX2IP,2.79E-226,0.322003394,0.25,0.066,7.29E-222,11,SSX2IP
FLNA1,4.84E-225,0.442928723,0.894,0.558,1.27E-220,11,FLNA
GPX4,7.22E-223,0.413729047,0.981,0.789,1.89E-218,11,GPX4
KIF2A,1.62E-220,0.59849326,0.516,0.272,4.24E-216,11,KIF2A
FERMT3,9.15E-217,0.597882584,0.56,0.344,2.39E-212,11,FERMT3
DYNLL11,2.01E-214,0.444493438,0.916,0.642,5.26E-210,11,DYNLL1
ACTN1,1.90E-206,0.533417603,0.449,0.216,4.97E-202,11,ACTN1
ITM2B,3.20E-206,0.324506417,0.99,0.934,8.37E-202,11,ITM2B
MYH91,6.92E-194,0.387230315,0.847,0.512,1.81E-189,11,MYH9
TRAPPC1,7.52E-192,0.380127756,0.837,0.522,1.97E-187,11,TRAPPC1
NORAD,5.06E-189,0.417024186,0.791,0.489,1.32E-184,11,NORAD
RBX11,1.26E-187,0.380652051,0.88,0.563,3.31E-183,11,RBX1
BIN2,4.03E-187,0.378916775,0.862,0.535,1.05E-182,11,BIN2
TRIM581,5.40E-187,0.339082211,0.29,0.096,1.41E-182,11,TRIM58
NAP1L11,2.67E-184,0.343385375,0.972,0.917,6.98E-180,11,NAP1L1
TMEM50A,1.44E-183,0.353687412,0.862,0.54,3.78E-179,11,TMEM50A
ODC1,2.08E-177,0.568006185,0.468,0.255,5.44E-173,11,ODC1
PKM1,1.18E-175,0.387597624,0.862,0.558,3.10E-171,11,PKM
CD9,1.59E-175,0.466924104,0.353,0.143,4.17E-171,11,CD9
C9orf16,8.39E-174,0.369208743,0.943,0.685,2.20E-169,11,C9orf16
